Fecha;Recurso;Código Agente;Tipo de Generación;Combustible por defecto;Tipo de Despacho;Capacidad Efectiva Neta
2006-01-02;SANTA ANA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8000
2006-01-02;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2006-01-02;SILVIA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-01-02;SONSON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2006-01-02;SUEVA 2;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2006-01-02;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2006-01-02;TEBSAB;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;750000
2006-01-02;TEQUENDAMA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-02;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-01-02;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-01-02;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;285000
2006-01-02;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2006-01-02;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;233000
2006-01-02;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2006-01-02;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;455000
2006-01-02;TERMOVALLE 1;EPSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;205000
2006-01-02;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2006-01-02;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;30000
2006-01-02;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-01-02;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;335000
2006-01-02;VENTANA A;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-01-02;VENTANA B;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-01-02;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-01-02;ZIPAEMG 2;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2006-01-02;ZIPAEMG 3;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-01-02;ZIPAEMG 4;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-01-02;ZIPAEMG 5;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-01-03;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;439000
2006-01-03;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2006-01-03;ASNAZU;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2006-01-03;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-01-03;BARRANQUILLA 3;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;64000
2006-01-03;BARRANQUILLA 4;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;63000
2006-01-03;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-01-03;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2006-01-03;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2006-01-03;BETANIA;CHBG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2006-01-03;CALICHAL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;200
2006-01-03;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2006-01-03;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-01-03;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2006-01-03;CARACOLI;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2006-01-03;CARTAGENA 1;TRIG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;64000
2006-01-03;CARTAGENA 2;TRIG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;53000
2006-01-03;CARTAGENA 3;TRIG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;70000
2006-01-03;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-01-03;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-01-03;CENTRAL CASTILLA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;1000
2006-01-03;CHARQUITO;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-03;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2006-01-03;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-01-03;COGENERADOR BIOAISE 1;BIOG;COGENERADOR;GAS;NO DESPACHADO CENTRALMENTE;1000
2006-01-03;DOLORES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8300
2006-01-03;EL BOSQUE;EPAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2006-01-03;EL LIMON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;720
2006-01-03;EL LIMONAR;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-01-03;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2006-01-03;FLORES 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2006-01-03;FLORES 2;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;112000
2006-01-03;FLORES 3;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;175000
2006-01-03;FLORIDA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-01-03;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-01-03;GUAJIRA 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-01-03;GUAJIRA 2;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-01-03;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2006-01-03;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2006-01-03;GUAVIO;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1150000
2006-01-03;INCAUCA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;9000
2006-01-03;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2006-01-03;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-01-03;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-01-03;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-01-03;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;610
2006-01-03;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2006-01-03;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;10000
2006-01-03;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
2006-01-03;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2006-01-03;LA JUNCA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-03;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;780
2006-01-03;LA REBUSCA;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-01-03;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;306000
2006-01-03;LA TINTA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-03;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;11600
2006-01-03;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3150
2006-01-03;MERILECTRICA 1;MRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;169000
2006-01-03;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;396000
2006-01-03;MIROLINDO;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2400
2006-01-03;MONDOMO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-01-03;MUNICIPAL;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1400
2006-01-03;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6700
2006-01-03;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-01-03;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5100
2006-01-03;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-01-03;OVEJAS;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;820
2006-01-03;PAGUA;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;600000
2006-01-03;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;28000
2006-01-03;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-01-03;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-01-03;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;150000
2006-01-03;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4900
2006-01-03;PALENQUE 3;ESSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;14000
2006-01-03;PALMAS SAN GIL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;15000
2006-01-03;PASTALES;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-01-03;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1480
2006-01-03;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-01-03;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;201000
2006-01-03;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;405000
2006-01-03;PRADO;ETSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;45000
2006-01-03;PRADO IV;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-01-03;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-01-03;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-01-03;PROENCA 1;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;4000
2006-01-03;PROVIDENCIA (ANTIOQUIA);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-01-03;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-01-03;RIO ABAJO;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-01-03;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4000
2006-01-03;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1800
2006-01-03;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1690
2006-01-03;RIO FRIO II;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;10000
2006-01-03;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;500
2006-01-03;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;180
2006-01-03;RIO MAYO;CDNG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;21000
2006-01-03;RIO PALO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1440
2006-01-03;RIO PIEDRAS;GNIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-01-03;RIO PIEDRAS (LA CEJA);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-01-03;RIO RECIO;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-01-03;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1650
2006-01-03;RIOFRIO (TAMESIS);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1200
2006-01-03;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;25000
2006-01-03;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9600
2006-01-03;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-01-03;SAJANDI;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3200
2006-01-03;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;285000
2006-01-03;SAN CANCIO;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2006-01-03;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1240000
2006-01-03;SAN FRANCISCO;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;135000
2006-01-03;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-01-03;SANTA ANA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8000
2006-01-03;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2006-01-03;SILVIA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-01-03;SONSON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2006-01-03;SUEVA 2;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2006-01-03;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2006-01-03;TEBSAB;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;750000
2006-01-03;TEQUENDAMA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-03;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-01-03;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-01-03;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;285000
2006-01-03;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2006-01-03;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;233000
2006-01-03;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2006-01-03;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;455000
2006-01-03;TERMOVALLE 1;EPSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;205000
2006-01-03;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2006-01-03;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;30000
2006-01-03;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-01-03;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;335000
2006-01-03;VENTANA A;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-01-03;VENTANA B;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-01-03;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-01-03;ZIPAEMG 2;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2006-01-03;ZIPAEMG 3;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-01-03;ZIPAEMG 4;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-01-03;ZIPAEMG 5;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-01-04;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;439000
2006-01-04;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2006-01-04;ASNAZU;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2006-01-04;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-01-04;BARRANQUILLA 3;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;64000
2006-01-04;BARRANQUILLA 4;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;63000
2006-01-04;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-01-04;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2006-01-04;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2006-01-04;BETANIA;CHBG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2006-01-04;CALICHAL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;200
2006-01-04;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2006-01-04;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-01-04;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2006-01-04;CARACOLI;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2006-01-04;CARTAGENA 1;TRIG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;64000
2006-01-04;CARTAGENA 2;TRIG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;53000
2006-01-04;CARTAGENA 3;TRIG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;70000
2006-01-04;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-01-04;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-01-04;CENTRAL CASTILLA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;1000
2006-01-04;CHARQUITO;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-04;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2006-01-04;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-01-04;COGENERADOR BIOAISE 1;BIOG;COGENERADOR;GAS;NO DESPACHADO CENTRALMENTE;1000
2006-01-04;DOLORES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8300
2006-01-04;EL BOSQUE;EPAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2006-01-04;EL LIMON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;720
2006-01-04;EL LIMONAR;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-01-04;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2006-01-04;FLORES 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2006-01-04;FLORES 2;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;112000
2006-01-04;FLORES 3;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;175000
2006-01-04;FLORIDA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-01-04;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-01-04;GUAJIRA 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-01-04;GUAJIRA 2;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-01-04;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2006-01-04;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2006-01-04;GUAVIO;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1150000
2006-01-04;INCAUCA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;9000
2006-01-04;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2006-01-04;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-01-04;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-01-04;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-01-04;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;610
2006-01-04;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2006-01-04;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;10000
2006-01-04;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
2006-01-04;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2006-01-04;LA JUNCA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-04;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;780
2006-01-04;LA REBUSCA;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-01-04;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;306000
2006-01-04;LA TINTA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-01-04;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;11600
2006-01-04;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3150
2006-01-04;MERILECTRICA 1;MRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;169000
2006-01-04;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;396000
2006-01-04;MIROLINDO;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2400
2006-01-04;MONDOMO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-01-04;MUNICIPAL;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1400
2006-01-04;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6700
2006-01-04;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-01-04;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5100
2006-01-04;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-01-04;OVEJAS;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;820
2006-01-04;PAGUA;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;600000
2006-01-04;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;28000
2006-01-04;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-01-04;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-01-04;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;150000
2006-01-04;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4900
2006-01-04;PALENQUE 3;ESSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;14000
2006-01-04;PALMAS SAN GIL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;15000
2006-01-04;PASTALES;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-01-04;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1480
2006-01-04;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-01-04;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;201000
2006-01-04;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;405000
2006-01-04;PRADO;ETSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;45000
2006-01-04;PRADO IV;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-01-04;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-01-04;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-01-04;PROENCA 1;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;4000
2006-01-04;PROVIDENCIA (ANTIOQUIA);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-01-04;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-01-04;RIO ABAJO;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-01-04;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4000
